5.127503786613152315e-02,-1.353163308770849449e+00
-7.566940010038551989e-01,-2.538465518188085746e+00
-2.884145775276933943e-01,-1.399000348414960682e+00
4.140268174528083378e-01,-1.638140236695962981e+00
7.767589283346891804e-01,-2.233822867893367370e+00
-5.501749303514762435e-01,-1.925027510306752010e+00
6.945319323779521881e-01,-2.133220715503247877e+00
1.652140643766395467e-01,-1.332558633117730817e+00
-1.135452000595096322e-01,-1.179499527901920697e+00
-1.104940972308015024e-01,-1.309170046587936342e+00
4.989706295869500430e-02,-1.221161238446936359e+00
-1.392041693300316574e-02,-1.178431252452409650e+00
-8.724544575789414669e-01,-3.161468298369737084e+00
-7.497876448739286825e-01,-2.480928695207304635e+00
-9.566942535068350129e-01,-3.558067043197673751e+00
6.591926422993243939e-01,-2.009156112959010088e+00
-5.571681521500140288e-01,-1.906102694977331646e+00
1.057734513777810470e-01,-1.181127208800368145e+00
6.655038876452334939e-01,-2.098750762062265185e+00
1.850333290113748141e-02,-1.218922143821948412e+00
-1.742069601109732524e-01,-1.290717409604734467e+00
9.745506627541793421e-01,-2.712570746376247399e+00
-4.031239381051776594e-01,-1.585240985204861230e+00
-9.312547594439888332e-01,-3.397547000333854150e+00
2.540407849340122759e-01,-1.442575691985486852e+00
-5.918936198616329136e-01,-2.031104978258827298e+00
1.361954786731387479e-01,-1.288778732929780624e+00
1.105564237415763706e-01,-1.266057071835497982e+00
-3.311740431531262630e-01,-1.493772462611326235e+00
-7.437046878443576148e-01,-2.616918202523860426e+00
