-7.977415062235091447e-01,-1.449957617453857123e-03
8.390802570600806032e-01,2.379011974359955539e-01
7.965818723823727687e-01,1.790016666568241821e-01
-8.981681570626203204e-01,-2.360850015959192749e-02
-1.348278443549120187e-01,3.233473380881803916e-01
-1.027968381276889165e-01,3.166661080670823969e-01
3.673552609655990064e-01,5.750388596386803997e-01
-9.096093307382207005e-01,5.225593579411255685e-02
8.752472355010332272e-01,1.434656615912226763e-01
4.271153559794056420e-01,4.997856854390630432e-01
-8.000611098353567208e-01,-5.203745416648999228e-02
9.775654201413188638e-01,-2.069798062155613627e-01
9.166865166579518664e-02,5.259318110696196147e-01
-7.359495188686935307e-01,-1.529903817144916828e-03
5.441785716449496491e-01,5.766318982636036150e-01
4.968508146574415196e-01,5.014630697634070433e-01
-7.744342885535964172e-01,4.453423277705757799e-02
-7.385263689257346442e-01,-2.134372187630386580e-02
-8.737005565165845145e-01,1.594762945136673493e-01
-4.620188856519067411e-01,1.505539687806180249e-01
8.881980622128551328e-01,7.967995127011731626e-02
6.796221286322599031e-01,4.956824209287473137e-01
8.778503664266246176e-02,4.482361802994760391e-01
6.298044929846362550e-01,4.992087795728501476e-01
-7.080849060068081791e-01,-3.745069178411390004e-02
-2.078700891960405528e-01,3.261911277969650191e-01
5.678559848634145979e-01,5.391938422775289785e-01
-9.790399679627830309e-01,7.147807179513721021e-02
-8.358773176609690658e-02,3.190495532066783269e-01
-3.851922204929265625e-01,1.793434615834418044e-01
8.813176717746709077e-01,8.860449755906106561e-02
-5.131086475738395603e-01,6.617254444861224438e-02
-8.850771079708996680e-01,3.603564779541189311e-02
3.527459664460890210e-01,6.799250075780565172e-01
-3.781949971922931031e-01,2.407150578841798505e-01
-6.687623842695775700e-01,-6.711716979714851816e-02
-6.842676683956738781e-01,-4.905820946625936985e-02
9.914725504356085573e-01,-1.351468996621909835e-01
3.137489991081783280e-01,4.636150032069761284e-01
2.994330725711491503e-01,6.085612224750958088e-01
1.574209013511294053e-01,4.705403154541614175e-01
-7.291822930910174527e-01,1.968437977508065082e-02
-3.747457547057264637e-01,1.637145666546521439e-01
8.857451367966679978e-01,1.375461584471752707e-01
9.982731761788739000e-01,-2.183392587914270155e-01
-4.481252794434542608e-02,3.581854254588060504e-01
-7.392955916905288305e-01,7.379059742065773031e-02
4.253279671820477947e-01,6.092105046465993157e-01
6.217146913029991673e-02,4.403389677954246406e-01
-8.943680365950834599e-02,4.048096063171561232e-01
-9.446837404705590302e-01,1.538831039631997077e-01
-6.284870994393800814e-01,6.514762625186118483e-03
-1.230679278992639070e-01,4.485931657497631564e-01
-2.400270273171025703e-01,2.312046396725861708e-01
5.151224232995212926e-01,5.545972328557146058e-01
-3.232118233044853906e-01,1.842486970849763206e-01
6.496409380068008943e-01,4.049295942265749848e-01
3.511409746061149306e-01,6.451496924218487194e-01
-1.779536359881328522e-01,2.718702803882883101e-01
-8.569600212342334267e-01,-1.429694815596017736e-02
-5.770497714568632031e-01,5.600139919628472490e-02
-2.600882185754638254e-01,1.356790039749136145e-01
9.139922964497086966e-01,5.790733520289690489e-02
-4.048940127207720785e-01,8.573394819726309901e-02
-6.863587133350266267e-01,1.411999199126060672e-02
2.608935331940831492e-01,5.660707500374690948e-01
5.028240342387400030e-01,5.482561644614812879e-01
-3.527724690908333738e-01,1.626576948310660964e-01
4.322491803310899439e-01,5.529247514392895413e-01
8.515061615810255446e-01,1.173519290096380480e-01
